"course","lng","lat","Estblsh","Age_yrs","Mn_prtc","Mn_vlnt"
"worcesterpitchcroft",-2.2320593,52.2016647,"2017-06-10",1.8,213.7,23.9
"wilmslow",-2.2322202,53.3313663,"2015-04-11",3.9,143.4,20.5
"southwickcountrypark",-2.233958,51.303897,"2011-09-03",7.5,183.8,21.2
"thewammy",-2.237842,53.017907,"2018-03-24",1,196.5,22.9
"gloucestercity",-2.24314,51.85871,"2018-02-24",1,124.4,23
"heaton",-2.254686,53.533038,"2009-06-20",9.7,395.9,25.9
"kingsway",-2.272893,51.821057,"2015-06-06",3.8,214.8,27.2
"wythenshawe",-2.281809,53.403264,"2011-08-06",7.6,187.7,16.3
"stonehouse",-2.288917,51.75334,"2016-07-23",2.6,82.2,14.4
"stretford",-2.290231,53.446107,"2015-11-14",3.3,453.2,31.6
"salewater",-2.29452,53.42959,"2017-10-07",1.4,201.7,19.6
"bathskyline",-2.332234,51.368003,"2014-10-04",4.4,259.1,23.2
"henstridgeairfield",-2.35276,50.985814,"2018-09-08",0.5,123,20.3
"wotton",-2.36846,51.632862,"2016-10-22",2.4,90.6,19.1
"worsleywoods",-2.369871,53.499841,"2012-03-03",7,254.7,18.9
"wyreforest",-2.369936,52.36504,"2015-08-29",3.5,172.1,23.1
"hyndburn",-2.378004,53.781029,"2017-10-21",1.4,124.8,27.1
"clitheroecastle",-2.394731,53.870336,"2018-05-19",0.8,73.7,13.4
"chippingsodbury",-2.395706,51.544814,"2014-02-22",5.1,259.2,19.7
"bolton",-2.399397,53.574977,"2011-02-05",8.1,233,21.3
"newent",-2.410078,51.926534,"2013-03-09",6,69.8,13.4
"telford",-2.444872,52.670287,"2013-02-16",6.1,343.3,25.3
"weymouth",-2.452655,50.630246,"2013-08-31",5.5,238.8,27.8
"crewe",-2.470129,53.098413,"2018-02-17",1.1,261.2,26.1
"pomphreyhill",-2.478533,51.479111,"2014-03-01",5,225.3,21.7
"northwich",-2.505763,53.269358,"2018-03-31",0.9,173.1,19.7
"witton",-2.517017,53.740583,"2015-08-29",3.5,92.7,21.6
"lydney",-2.526491,51.721605,"2016-01-02",3.2,101.7,18.1
"thornbury",-2.530107,51.606369,"2017-11-18",1.3,103.1,14.8
"sheptonmallet",-2.542466,51.187504,"2017-04-29",1.9,205.3,29.3
"penningtonflash",-2.542992,53.489654,"2011-03-12",8,149.6,13.1
"eastville",-2.554332,51.475456,"2017-11-18",1.3,382,25
"warrington",-2.57535,53.379386,"2014-01-25",5.1,297.2,22.8
"forest-of-dean",-2.602923,51.808416,"2010-04-24",8.9,93.4,11.9
"haighwoodland",-2.609339,53.572696,"2015-10-31",3.4,144.1,14.6
"ashton-court",-2.64895,51.445074,"2011-04-23",7.9,294.5,19.8
"cuerdenvalley",-2.657189,53.709866,"2013-08-10",5.6,146.8,20.1
"delamere",-2.675729,53.232987,"2013-03-02",6,249.1,14.7
"phoenix",-2.6865864,53.3402264,"2017-01-28",2.1,92,17.9
"preston",-2.698088,53.752365,"2012-05-12",6.8,231.5,17.9
"yeovilmontacute",-2.70843,50.950154,"2013-09-07",5.5,243.7,26.9
"penrith",-2.718387,54.656978,"2014-02-08",5.1,143.7,12.2
"hereford",-2.723987,52.0703,"2014-10-11",4.4,141.7,14.3
"street",-2.72911,51.129445,"2018-05-05",0.9,149.6,24.4
"widnes",-2.7303489,53.3743368,"2015-01-17",4.2,193.5,16.3
"sthelens",-2.743964,53.463168,"2014-07-05",4.7,242.8,21.1
"shrewsbury",-2.763205,52.706056,"2013-09-28",5.5,366.5,31.5
"ludlow",-2.773072,52.353272,"2016-02-13",3.1,80,15.6
"lancaster",-2.781188,54.045676,"2016-01-09",3.2,249.5,21.4
"knowsley",-2.81155,53.41076,"2016-12-10",2.3,65.7,16.3
"ormskirk",-2.867056,53.557043,"2014-03-29",5,182,17.6
"croxtethhall",-2.89185,53.442193,"2015-03-14",4,265.2,21.5
"chester",-2.902343,53.207684,"2016-07-09",2.7,252.7,17.6
"ellesmereport",-2.903008,53.27186,"2014-10-18",4.4,67.9,13.8
"princes",-2.955328,53.386272,"2011-03-26",8,203.6,13.8
"fellfoot",-2.957253,54.272542,"2014-10-18",4.4,181.4,17.8
"carlisle",-2.960472,54.88568,"2013-01-19",6.1,179.5,17.6
"lythamhall",-2.974613,53.743784,"2015-11-28",3.3,188.1,24.9
"southport",-2.98517,53.65613,"2016-06-11",2.8,294,24.2
"burnhamandhighbridge",-2.989848,51.226224,"2015-06-20",3.7,226.2,19.4
"blackpool",-3.024286,53.812601,"2017-02-04",2.1,187.7,21.5
"crosby",-3.04671,53.482683,"2015-11-14",3.3,116.5,15.3
"birkenhead",-3.0484643,53.3962046,"2015-07-18",3.7,295.5,20.7
"seaton",-3.072835,50.703185,"2016-11-12",2.3,157.2,24.5
"ford",-3.08652,54.19957,"2018-08-11",0.6,98.8,13.1
"keswick",-3.112993,54.608018,"2014-04-05",4.9,139.4,10.6
"longrunmeadow",-3.120375,51.019262,"2013-10-05",5.4,274,18.4
"barrow",-3.219144,54.118276,"2011-09-24",7.5,125.5,18.4
"whinlatterforest",-3.22547,54.615129,"2018-01-13",1.2,73,9.5
"millom",-3.268773,54.214143,"2016-12-17",2.2,32.8,12.7
"exmouth",-3.412399,50.614686,"2017-12-23",1.2,323.6,27.4
"minehead",-3.456209,51.208416,"2016-08-13",2.6,100.6,10.6
"killerton",-3.463268,50.793458,"2011-04-30",7.9,219.5,17.8
"teignmouthpromenade",-3.494937,50.544426,"2018-09-29",0.4,158.2,26.3
"exeterriverside",-3.516397,50.707765,"2014-08-02",4.6,234,19
"workington",-3.539727,54.647169,"2013-06-22",5.7,86.6,11.6
"torbayvelopark",-3.567231,50.42363,"2016-12-31",2.2,231.3,24.6
"whitehaven",-3.573732,54.524693,"2018-06-30",0.7,71.2,8.3
"parke",-3.693423,50.597132,"2014-04-05",4.9,126,13
"barnstaple",-4.056444,51.07201,"2013-01-05",6.2,131.7,13.2
"plymvalley",-4.078621,50.409365,"2012-09-22",6.5,166.1,15.9
"mountedgcumbe",-4.175612,50.354434,"2016-01-30",3.1,46.5,13.1
"bideford",-4.204363,51.023372,"2016-04-02",2.9,102.2,18.8
"tamartrails",-4.205155,50.534679,"2016-10-29",2.4,102,14.1
"tamarlakes",-4.438219,50.884734,"2014-10-11",4.4,87.8,10.6
"lanhydrock",-4.689188,50.439195,"2014-01-18",5.1,151.3,15.4
"edenproject",-4.744621,50.361518,"2017-11-11",1.3,185.7,19.4
"trelissick",-5.028251,50.217327,"2016-12-03",2.3,154.7,13.1
"heartlands",-5.271485,50.224207,"2018-04-14",0.9,116.1,13.6
"penrose",-5.282042,50.095752,"2015-03-28",4,167,12.6
"fireservicecollege",-1.675564,51.990688,"2018-12-08",NA,NA,NA
"isabeltrail",-2.1259999,52.80824,"2018-12-08",NA,NA,NA
